ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
851-08-7767|6011643850095374|Christopher|Nelson|M|6231 Tonya Flat|Burlington|MA|01803|42.5089|-71.2004|24487|Paediatric nurse|1988-03-22|13377389452|adults_2550_male_urban.json
812-80-4244|4642316544137277688|Heidi|Tapia|F|3494 Cindy Cape|Huntington|WV|25701|38.4097|-82.4423|74975|Health physicist|1960-11-15|471931004367|adults_50up_female_urban.json
485-42-5574|2687017999324205|Stephen|Mitchell|M|4441 Jackson Grove|Las Vegas|NV|89106|36.1847|-115.1617|1417793|Location manager|1958-05-13|856538458652|adults_50up_male_urban.json
816-26-8209|6579025485362680|Keith|Campbell|M|38641 Tiffany Alley Suite 385|Clifton|NJ|07011|40.8789|-74.1425|83648|Intelligence analyst|1968-05-29|813817742442|adults_50up_male_urban.json
179-12-6404|3535990093781466|Anthony|Burns|M|143 Wagner Pike Suite 437|West Jordan|UT|84081|40.6037|-112.0411|113582|Arts development officer|1967-02-11|800565494152|adults_50up_male_urban.json
085-70-7396|4646726368154185|Jake|Holmes|M|27729 Alex Path|Philadelphia|PA|19111|40.0596|-75.0818|1526206|Insurance account manager|1955-10-06|44386431879|adults_50up_male_urban.json
667-72-6309|573566050338|Jill|Melendez|F|06773 Lisa Mountains|North Las Vegas|NV|89031|36.2589|-115.1718|214518|Community arts worker|1935-06-18|198151062068|adults_50up_female_urban.json
431-53-7789|3519087886538599|Rhonda|Williams|F|96342 Archer Burg Suite 504|New Castle|PA|16101|40.9922|-80.3284|55245|Teacher, English as a foreign language|1997-03-29|150916777098|adults_2550_female_urban.json
712-59-0962|4186706632016290736|Tony|Carpenter|M|919 Tracy Points|Philadelphia|PA|19132|39.9954|-75.1698|1526206|Designer, exhibition/display|1999-01-05|770597361008|young_adults_male_urban.json
788-27-3824|30170864942698|Edgar|Johnson|M|35490 Justin Trail|San Francisco|CA|94112|37.7195|-122.4411|805301|Systems developer|1960-12-26|495718883817|adults_50up_male_urban.json
390-77-2944|2720587305498249|Crystal|Gaines|F|302 Steven Plain Apt. 678|Niles|MI|49120|41.8202|-86.2368|37122|Accountant, chartered public finance|1960-11-28|697444125402|adults_50up_female_urban.json
657-35-3634|4589016492815037|Todd|Hampton|M|0926 Williams Causeway|Stockton|CA|95202|37.9606|-121.2871|357430|Engineer, electronics|1989-10-28|562774236968|adults_2550_male_urban.json
553-05-8481|4726282968244854|Nicole|Johnson|F|2889 Bean Ferry|Demotte|IN|46310|41.1713|-87.2491|13565|Psychologist, sport and exercise|1990-05-28|303359320618|adults_2550_female_urban.json
078-54-8845|630491961276|Jared|Anderson|M|203 Stephen Roads|Greensboro|NC|27406|36.022|-79.7821|305168|Economist|1975-01-08|212262778019|adults_2550_male_urban.json
271-36-4413|4962458701205|Nancy|Phillips|F|2536 Brenda Drives|Chicago|IL|60641|41.9453|-87.7474|2680484|Environmental health practitioner|1976-11-18|401401327103|adults_2550_female_urban.json
010-24-9033|4603967024365240553|Daniel|Duran|M|187 Maxwell Harbors Apt. 364|Cuba|NY|14727|42.1882|-78.2751|5450|Sales professional, IT|1960-06-17|161262210869|adults_50up_male_urban.json
361-92-9339|38385466232361|Amanda|Powell|F|986 Richards Curve Suite 949|Houston|TX|77056|29.7446|-95.4683|2906700|Radio producer|1969-01-17|978631145296|adults_50up_female_urban.json
179-18-0828|4986226992066617996|Jennifer|Lopez|F|9992 Jason Terrace Suite 688|Spring|TX|77380|30.1441|-95.4703|316665|Psychologist, forensic|1987-09-05|544215802406|adults_2550_female_urban.json
626-24-6098|6011413482084935|Brendan|Gonzalez|M|122 Smith Avenue|Sioux Falls|SD|57108|43.4775|-96.7041|161141|Broadcast engineer|1996-05-06|327661306398|adults_2550_male_urban.json
669-85-7642|6011914304913417|Alice|Black|F|2872 Brittany Plains Suite 564|Ellisville|MS|39437|31.5797|-89.2231|12917|Designer, jewellery|1994-09-09|866476506948|adults_2550_female_urban.json
715-18-4864|589208235301|Kelly|Washington|M|9194 Martinez Port Apt. 568|Sherwood|OR|97140|45.3514|-122.8567|23474|Conservator, museum/gallery|1988-09-12|8071732852|adults_2550_male_urban.json
486-85-5972|4796618695729|Peter|Pearson|M|43474 Jennifer Island Apt. 137|Caney|KS|67333|37.0224|-95.9091|3089|Water engineer|1963-11-24|933364032872|adults_50up_male_urban.json
100-02-0850|38732175036197|Philip|White|M|59991 Zachary Fields|Houston|TX|77089|29.594|-95.2218|2906700|Engineer, materials|1946-10-08|44923733791|adults_50up_male_urban.json
306-94-3013|4474890476078623517|Thomas|Dyer|M|5191 Soto Spurs Suite 173|Houston|TX|77055|29.7971|-95.4958|2906700|Dietitian|2003-06-17|592120847250|young_adults_male_urban.json
356-11-4391|373409185805589|Natalie|Daniel|F|7449 Caldwell Gateway|Midvale|UT|84047|40.6152|-111.8851|28936|Town planner|1993-03-06|127416241238|adults_2550_female_urban.json
049-83-8060|30004093045413|Kimberly|Rollins|F|822 Linda Burg|Alta Loma|CA|91701|34.1376|-117.5999|63716|Engineer, manufacturing systems|1999-07-21|419139700937|young_adults_female_urban.json
788-21-0654|4886407880267|Erica|Franklin|F|64693 Jennifer Junctions Suite 230|English|IN|47118|38.3258|-86.4429|3502|Energy manager|1992-05-24|328429374890|adults_2550_female_urban.json
871-03-8244|213167089870927|Amanda|Shelton|F|918 Glenn Common|Loveland|CO|80537|40.3849|-105.0916|82751|Chief Executive Officer|1930-12-20|748181980777|adults_50up_female_urban.json
831-50-6203|5458485805263216|Brian|Douglas|M|7220 Perez Mountains|Mesa|AZ|85209|33.3782|-111.6406|478404|Actor|2001-12-10|526030624118|young_adults_male_urban.json
373-92-4564|4082317146199539464|Shawn|Tucker|M|2623 Warner Ports Suite 053|Schenectady|NY|12309|42.8091|-73.8693|162643|Administrator, Civil Service|1927-04-11|820930891633|adults_50up_male_urban.json
076-95-8760|4257870368605063064|James|Hamilton|M|0281 Adams Branch|Mission|TX|78573|26.2937|-98.3008|167182|Youth worker|1962-01-28|646585931733|adults_50up_male_urban.json
012-28-9612|676212030255|Brandy|Franklin|F|37597 Hall Creek Apt. 600|Linden|NJ|07036|40.6354|-74.2556|41970|Youth worker|1958-02-08|587193359431|adults_50up_female_urban.json
045-18-7594|374544920548943|Melissa|Frost|F|118 Crystal Crest|Fresno|CA|93703|36.7684|-119.7594|570271|Sports therapist|1968-08-23|427758311390|adults_50up_female_urban.json
645-45-8674|4456622952174|Luis|Williams|M|0361 Pittman Inlet Suite 070|Woodstock|IL|60098|42.3198|-88.4477|32228|Housing manager/officer|1983-11-02|951115825027|adults_2550_male_urban.json
158-97-6908|6011235158501532|Michael|Jones|M|167 Leslie Center|Los Angeles|CA|90001|33.9731|-118.2479|2383912|Loss adjuster, chartered|1975-10-14|483297892147|adults_2550_male_urban.json
064-48-2113|4413395479406453|Cindy|Frazier|F|790 Sharp Crossing Apt. 898|Natchez|MS|39120|31.5492|-91.3642|32334|Occupational therapist|1982-06-19|929002904576|adults_2550_female_urban.json
595-28-7040|371833597487680|Troy|Brooks|M|23771 Sanchez Avenue Apt. 922|Wentzville|MO|63385|38.802|-90.8534|35750|Agricultural engineer|1969-10-07|397728875125|adults_50up_male_urban.json
501-31-3556|4973239644028|Sheila|Dorsey|F|26769 Jonathan Mill Suite 392|San Jose|CA|95124|37.2563|-121.9229|973849|Environmental manager|1983-09-18|587211923258|adults_2550_female_urban.json
668-19-0766|4209140169332843|Elaine|Lewis|F|1998 Pamela Branch Suite 551|Sandy|UT|84093|40.5927|-111.831|105585|Land/geomatics surveyor|1930-07-04|295677321717|adults_50up_female_urban.json
130-50-0944|30569991383108|April|Collier|F|32262 Trevor Mountain Suite 331|Las Cruces|NM|88012|32.5835|-106.7714|143900|Patent examiner|1971-08-22|798377309294|adults_50up_female_urban.json
717-05-6528|6570703850360591|Erik|Hanson|M|41074 David Park Suite 067|Houston|TX|77011|29.742|-95.3073|2906700|Medical technical officer|1984-03-23|182563338256|adults_2550_male_urban.json
465-54-2257|346200363856468|Monica|Campbell|F|5979 Dan Forge Suite 984|Duluth|MN|55811|46.8147|-92.1998|116688|Therapist, sports|1939-07-25|84995656740|adults_50up_female_urban.json
614-91-8292|6011995504932661|Elizabeth|Anderson|F|461 Craig Stravenue|Verona|NJ|07044|40.8319|-74.2428|13584|Sports therapist|1965-10-07|775609777954|adults_50up_female_urban.json
825-84-1223|4594853400127623|Chad|Lee|M|4225 Espinoza Summit Suite 188|Maple Shade|NJ|08052|39.9511|-74.9946|19172|Secondary school teacher|1970-02-27|997039479727|adults_50up_male_urban.json
210-58-8616|4058416806134954|James|Mcdonald|M|0586 Hanson Port Suite 383|Leonardtown|MD|20650|38.2774|-76.638|13717|Accountant, chartered certified|1997-05-19|682282682147|adults_2550_male_urban.json
158-26-6472|5280926166201653|Heather|Flores|F|864 Porter Pike Suite 555|Midland|TX|79703|31.9721|-102.1369|134281|Research officer, political party|1970-02-18|108886290366|adults_50up_female_urban.json
261-61-7061|4006875868240516653|Dawn|Rodriguez|F|4418 Fitzpatrick Avenue|Bastrop|LA|71220|32.7894|-91.9078|23266|Cytogeneticist|1932-11-09|935451073243|adults_50up_female_urban.json
207-68-6661|180008357017032|Jennifer|Williams|F|2386 Glenn Union Suite 089|Vivian|LA|71082|32.8423|-93.9504|5119|Social researcher|1968-11-11|31024004064|adults_50up_female_urban.json
796-36-1134|4909619797978|Brandy|Nelson|F|413 Price Groves|Clearwater|FL|33761|28.031|-82.7239|172247|Secretary/administrator|1938-09-16|326474132970|adults_50up_female_urban.json
044-60-3353|377480957394058|Kevin|Burton|M|60294 Thomas Well|Pacific|MO|63069|38.4922|-90.748|15647|Armed forces operational officer|1940-10-24|256845189467|adults_50up_male_urban.json
363-68-9839|4849073420319778|Kaitlin|Patel|F|9514 William Manors Suite 823|Jacksonville|FL|32218|30.4507|-81.6626|847415|Accountant, chartered certified|1986-01-23|573381828780|adults_2550_female_urban.json
860-78-5243|4841962332605860|Mitchell|Sherman|M|6748 Corey Mills|Farmington|MN|55024|44.6628|-93.1539|32406|Engineer, automotive|2000-05-23|3005591724|young_adults_male_urban.json
413-24-9673|4518178824261|Samantha|Underwood|F|9890 Reilly Freeway Apt. 723|Ames|IA|50014|42.0486|-93.6945|62905|Public relations account executive|1986-01-23|494432542504|adults_2550_female_urban.json
515-75-0442|4379006548708470|Victoria|Carpenter|F|76755 Brittney Club Apt. 737|Vista|CA|92081|33.1644|-117.2403|112033|Scientist, audiological|1984-04-03|386831851262|adults_2550_female_urban.json
067-42-8096|3589458962683846|Joshua|Ramos|M|020 Ross Drive|Tampa|FL|33611|27.8914|-82.5067|717255|Field seismologist|1987-11-04|440636491023|adults_2550_male_urban.json
185-15-9874|676351881294|Maria|Fernandez|F|182 Deborah Overpass Apt. 669|Vancouver|WA|98683|45.6032|-122.5133|299480|Animator|2000-09-13|132598853194|young_adults_female_urban.json
466-76-2162|4298268933484|Matthew|Atkinson|M|703 Williams Overpass Suite 789|Miami|FL|33147|25.8507|-80.2366|1737737|Patent attorney|1962-08-08|570639028068|adults_50up_male_urban.json
196-44-5806|3507731231555055|Jeremiah|Stein|M|18799 Zachary Station Suite 404|Villa Rica|GA|30180|33.7173|-84.9297|34274|Mental health nurse|1976-08-31|562562786138|adults_2550_male_urban.json
215-14-1251|4470123503687156899|Angela|Johnson|F|9780 Jesse Hollow Suite 568|Arcadia|PA|15712|40.7817|-78.8536|151|Horticulturist, amenity|1968-04-14|452102880184|adults_50up_female_rural.json
589-38-0406|4640163295735|Olivia|Hunter|F|59757 Carolyn Squares|Kennebunk|ME|04043|43.3881|-70.5478|10810|Data processing manager|1977-02-04|483881952218|adults_2550_female_urban.json
107-66-6448|213102915854233|Darrell|Evans|M|518 Sims Glens Apt. 966|Cleveland|TN|37312|35.2023|-84.8476|88774|Aeronautical engineer|1996-12-12|515167300741|adults_2550_male_urban.json
308-38-6297|30462159584172|Derek|Frederick|M|1705 Stacy Expressway|Charlottesville|VA|22903|38.0339|-78.4924|112588|Camera operator|1929-01-20|732350422627|adults_50up_male_urban.json
415-73-9041|2261344760948374|Rita|Roberts|F|286 Beck Garden|Stamford|CT|06903|41.1352|-73.5684|122486|Engineer, drilling|1987-03-14|889181374719|adults_2550_female_urban.json
435-82-5700|3599621836677199|Nicole|Fritz|F|1025 Herman Harbors Apt. 022|Damascus|VA|24236|36.6403|-81.7776|3085|Contracting civil engineer|1973-02-26|767424968491|adults_2550_female_urban.json
276-79-9641|213113768367595|Natalie|Davis|F|152 Hill Lodge Apt. 440|Salt Lake City|UT|84119|40.7016|-111.9461|594043|Warehouse manager|2000-06-29|232633487326|young_adults_female_urban.json
796-45-1027|30465642601867|Danielle|Walton|F|19956 Kelly Trace Apt. 277|Dayton|TX|77535|30.0102|-94.8787|31295|Mining engineer|1974-05-06|970021833510|adults_2550_female_urban.json
832-12-4893|3503850255134441|Sheri|Ross|F|88390 Harrison Garden|Orange|CA|92867|33.811|-117.8493|141692|Facilities manager|1998-12-08|275161824391|young_adults_female_urban.json
283-49-1372|374932511497887|Julie|Holloway|F|20409 Mitchell Mill|Glendale|AZ|85307|33.5376|-112.3137|280389|Research scientist (life sciences)|1942-04-15|479535810823|adults_50up_female_urban.json
098-66-3184|060485800183|Karen|Sanchez|F|91511 Perez Orchard Suite 210|Kansas City|KS|66103|39.0668|-94.6282|150224|Radiographer, diagnostic|1999-06-16|604724659943|young_adults_female_urban.json
562-59-1595|676268564256|Paige|Combs|F|802 Short Shoals Apt. 315|Bothell|WA|98012|47.8401|-122.1972|107070|General practice doctor|1961-08-22|773863796561|adults_50up_female_urban.json
013-52-0545|503830286558|Susan|Smith|F|24114 Anthony Lodge Suite 015|Lithia|FL|33547|27.8293|-82.1357|19813|Call centre manager|1939-09-03|348992268716|adults_50up_female_urban.json
580-19-0313|2296338222240056|David|Madden|M|20562 Cody Shore|Houston|TX|77016|29.8579|-95.3032|2906700|Visual merchandiser|1956-01-13|50498113795|adults_50up_male_urban.json
117-98-3404|4339133252861323942|Gabriela|Heath|F|2342 Evans Unions Suite 976|Elmont|NY|11003|40.6976|-73.7049|41356|Accountant, chartered public finance|1965-07-27|288506966216|adults_50up_female_urban.json
525-56-7036|4209536773495|Joshua|Weber|M|735 Davenport Course|Menifee|CA|92584|33.6647|-117.1743|43400|Lecturer, higher education|1962-11-10|196230002837|adults_50up_male_urban.json
414-48-5448|3547625380966414|Derek|Patton|M|36952 Humphrey Tunnel Suite 665|Clermont|FL|34711|28.5525|-81.7574|81987|Exhibitions officer, museum/gallery|1992-01-19|229085239949|adults_2550_male_urban.json
595-90-6681|4324367924157120|Margaret|Boyer|F|83543 Jenkins Isle Suite 390|Grand Island|NY|14072|43.0183|-78.9591|20374|Passenger transport manager|2001-02-04|110744839473|young_adults_female_urban.json
749-69-2411|4939981615381168379|Brandon|Sanchez|M|72607 Kimberly Trail Apt. 148|Florence|AL|35630|34.8305|-87.656|63217|Visual merchandiser|1991-05-19|895172598481|adults_2550_male_urban.json
568-92-0313|213164931214636|Leslie|Evans|F|2542 Paul Squares Suite 563|Salisbury|MD|21804|38.3508|-75.5338|68541|Engineer, aeronautical|1929-05-25|118531854265|adults_50up_female_urban.json
143-96-9586|3503694811266499|Joe|Oliver|M|068 Jeffery Forges Apt. 016|Round Lake|IL|60073|42.3668|-88.0888|60002|Clinical cytogeneticist|1980-08-26|382981410274|adults_2550_male_urban.json
029-15-6576|3599490133344378|Tabitha|Barnes|F|348 Juan Views Suite 101|Land O Lakes|FL|34639|28.2258|-82.4547|50437|Politician's assistant|1993-06-08|659250094381|adults_2550_female_urban.json
039-10-4114|213116049910042|Matthew|Livingston|M|88661 Moon Bypass|Atwater|CA|95301|37.3489|-120.6028|37073|Buyer, industrial|1985-05-14|682367958650|adults_2550_male_urban.json
041-32-4784|4348548420353162|Amy|Woods|F|9138 Brown Islands|San Bernardino|CA|92407|34.2166|-117.3908|236660|Quarry manager|1954-06-28|936727565663|adults_50up_female_urban.json
810-64-1901|4194024702885|Robert|Davis|M|28745 Regina Square|Rancho Cucamonga|CA|91730|34.107|-117.5941|101719|Cabin crew|1995-12-09|234537735798|adults_2550_male_urban.json
488-66-6038|36463913810741|Lisa|Rodriguez|F|94232 Michael Wells Apt. 131|Lakeland|FL|33810|28.1479|-82.0372|237282|Legal executive|1966-11-03|361712675221|adults_50up_female_urban.json
421-77-7100|4616845525274102|Charles|Cox|M|179 Meyer Knolls Suite 694|Raeford|NC|28376|34.989|-79.2228|37991|Risk manager|1982-09-30|661208661076|adults_2550_male_urban.json
060-04-6050|2715675635584221|Jerome|Ramsey|M|66256 Johnson Light Apt. 700|O Fallon|MO|63366|38.8239|-90.7427|89535|Charity fundraiser|1983-07-08|941860817089|adults_2550_male_urban.json
282-15-3646|630486240876|Paula|Garcia|F|66890 Mcneil Unions|Santa Clara|CA|95050|37.3492|-121.953|115820|Chiropodist|1984-04-01|148115647223|adults_2550_female_urban.json
145-01-7729|6011381152232821|Catherine|Hawkins|F|84752 Michael Rest Suite 004|Santa Rosa|CA|95405|38.4386|-122.6727|209844|Chief Executive Officer|1955-03-31|794736512428|adults_50up_female_urban.json
275-58-9918|2245113505357220|Ralph|Schmidt|M|64157 Carol Mountain|Baton Rouge|LA|70815|30.4558|-91.0596|378909|Scientist, research (physical sciences)|1988-11-09|31096697472|adults_2550_male_urban.json
554-03-1193|571945341956|Shelby|Martinez|F|447 Marsh Heights|Daleville|VA|24083|37.4125|-79.9211|2587|Conservation officer, historic buildings|1994-05-05|41019526172|adults_2550_female_urban.json
088-83-8355|4063578037891216|Courtney|Guerrero|F|3699 Luis Isle Suite 575|Sarasota|FL|34243|27.4072|-82.5303|232625|Therapist, drama|1981-12-18|337464879337|adults_2550_female_urban.json
558-98-4559|4696904528986064|Austin|Williams|M|7337 Watson Cape Apt. 652|Greer|SC|29650|34.8968|-82.2674|75476|Producer, radio|1946-09-16|100563972722|adults_50up_male_urban.json
429-85-9178|2269802530843763|Luis|Martin|M|4477 Marcus Wells Apt. 842|Bruceton|TN|38317|36.0268|-88.2518|2537|Financial adviser|1995-07-30|157814049136|adults_2550_male_urban.json
179-28-4940|213104172415534|Terri|Sanders|F|8557 Singleton Prairie|Inglewood|CA|90302|33.9745|-118.3548|135222|Air cabin crew|2000-07-10|190628570290|young_adults_female_urban.json
577-49-0245|4257033329594520|Tara|Charles|F|828 Perez Harbors Apt. 296|Buffalo|NY|14215|42.9335|-78.8115|564824|Nurse, children's|1951-12-23|992926950551|adults_50up_female_urban.json
615-12-7252|4742922041678210|Heather|Allen|F|6937 Randy Crossroad|Chesterfield|MO|63017|38.6491|-90.5358|59223|Marine scientist|1957-12-31|37587510509|adults_50up_female_urban.json
125-30-9608|4485022061901930|Maria|Lewis|F|9719 Aaron Rue|Roosevelt|UT|84066|40.3102|-110.0108|11283|Advertising copywriter|1977-05-01|778178526158|adults_2550_female_urban.json
664-44-7050|2292256471855941|April|Cole|F|04532 Christopher Lights|Brawley|CA|92227|32.9792|-115.5296|26234|Psychotherapist|1977-10-17|587473529268|adults_2550_female_urban.json
292-43-6175|4437019453911776664|Gerald|Cooper|M|612 Kristen Estate Apt. 578|Corpus Christi|TX|78411|27.7311|-97.3877|306433|Automotive engineer|1956-07-26|727596577485|adults_50up_male_urban.json
817-93-0981|4311678706763538|Brandy|Gonzalez|F|85921 Nicholas Roads Suite 856|Lee|MA|01238|42.299|-73.2317|6047|English as a second language teacher|1976-07-10|549376202512|adults_2550_female_urban.json
086-37-2495|3530003753989232|Michael|Jones|M|6598 James Fords|Katy|TX|77449|29.8323|-95.736|250975|Computer games developer|2006-11-07|528155988656|young_adults_male_urban.json
731-34-1693|30376591538200|Anna|Maxwell|F|5266 White Mills|Henderson|NV|89012|36.0119|-115.0433|264999|English as a second language teacher|1999-03-20|978700659687|young_adults_female_urban.json
066-19-7993|4553375656976486|Jessica|Carter|F|24945 Andrew Lodge Apt. 506|Saint Paul|MN|55128|44.9913|-92.9487|753116|Technical sales engineer|1986-07-19|461998819980|adults_2550_female_urban.json
393-69-5470|5506276729350979|Kevin|Lewis|M|12914 Melton Shoals Suite 022|Milwaukee|WI|53227|42.9949|-88.0364|817312|Engineer, building services|1958-02-15|980509712242|adults_50up_male_urban.json
473-71-0103|4797251840703398216|Eileen|Peters|F|37209 Stewart Stravenue|Oceanside|CA|92056|33.1968|-117.2831|188742|Nutritional therapist|1946-10-15|440183628990|adults_50up_female_urban.json
013-51-3230|6011286301122007|Steven|Cortez|M|426 Mejia Ways Apt. 336|Port Orchard|WA|98366|47.5427|-122.5871|61951|Production engineer|1934-02-24|634262280816|adults_50up_male_urban.json
024-66-2727|3571360549469204|Justin|Wood|M|9013 Jose Land Apt. 935|Clarksville|TN|37042|36.5853|-87.4186|151785|Arts administrator|1977-12-18|720802328822|adults_2550_male_urban.json
080-14-5437|4175808038890441041|Amy|Allen|F|6851 Martha Field Apt. 483|Memphis|TN|38117|35.1124|-89.9034|697385|Publishing rights manager|1963-01-12|503843877498|adults_50up_female_urban.json
361-65-0819|4901685647179|Ryan|Hayes|M|19027 Richard Rest Apt. 716|Hollywood|FL|33023|25.9894|-80.2153|420284|Chief Financial Officer|2003-11-17|399890244822|young_adults_male_urban.json
399-55-8477|6011199767598331|Christopher|Jones|M|505 Nicholas Glens|Indianapolis|IN|46241|39.7096|-86.2614|910148|Marketing executive|1986-07-22|595469830101|adults_2550_male_urban.json
603-45-6914|372853533998243|Christopher|Ross|M|77580 Erin Plains|Pineville|KY|40977|36.7159|-83.7668|10362|Geologist, wellsite|1958-04-12|467846623753|adults_50up_male_urban.json
562-63-9909|4302853272769|Jeffrey|Castro|M|5150 Luis Well|Bonner Springs|KS|66012|39.0672|-94.9227|11210|Scientist, marine|1955-07-21|469439170479|adults_50up_male_urban.json
245-01-8919|30308972073820|Tiffany|Leon|F|1184 Luis Square Suite 863|Columbus|OH|43231|40.081|-82.9383|783285|Accommodation manager|1974-08-16|664776037781|adults_2550_female_urban.json
009-57-1359|4024234473057775|Anna|Montgomery|F|99716 Mckinney Mews Suite 667|Charleston|SC|29406|32.9352|-80.0325|195110|Optometrist|1960-02-03|44220964517|adults_50up_female_urban.json
625-93-6188|213134400952248|Theresa|Downs|F|537 Susan Falls Apt. 191|Hebron|KY|41048|39.0755|-84.7007|13959|Further education lecturer|1987-08-29|775773171965|adults_2550_female_urban.json
470-03-5929|3573601579115011|Amanda|Sanders|F|0080 Richard Points|Douglass|TX|75943|31.6578|-94.8696|1262|Teacher, music|2003-06-14|230716055937|young_adults_female_rural.json
268-60-5510|3583354883571929|Brian|Duncan|M|146 Tara Station Suite 643|Canton|OH|44706|40.768|-81.4119|192805|Designer, furniture|1949-10-11|962171225531|adults_50up_male_urban.json
094-64-2273|4652824685492726|Donna|Williams|F|208 Beck Corners|Arden|NC|28704|35.4637|-82.5354|18821|Industrial buyer|1947-01-24|823201519716|adults_50up_female_urban.json
809-03-5237|2710854327163033|William|Flores|M|369 Lisa Corners Apt. 009|Madison|AL|35758|34.7108|-86.7425|63731|Associate Professor|1995-10-29|904203673772|adults_2550_male_urban.json
603-31-1081|180081048028353|Michael|Ramirez|M|929 Christy Forks Apt. 437|Minneapolis|MN|55411|44.9996|-93.3005|1022298|Pensions consultant|1983-04-01|96313342564|adults_2550_male_urban.json
789-54-6454|4812268159474702|Shane|Pruitt|M|10583 Alan Ridge|Hillsboro|OH|45133|39.1679|-83.6064|23900|Police officer|1999-03-31|662295995829|young_adults_male_urban.json
634-65-4755|4891426937650167|Robert|Simmons|M|776 Dominique Plains|Ponce De Leon|FL|32455|30.7041|-85.9546|4736|Engineer, technical sales|1962-03-28|473460820226|adults_50up_male_urban.json
539-86-5858|502062762922|Cathy|Reynolds|F|809 Seth Locks Apt. 652|Richmond|CA|94804|37.9265|-122.3342|81602|Embryologist, clinical|1945-07-14|664177281037|adults_50up_female_urban.json
624-01-7599|4598125597772659763|Edward|Dunn|M|580 Johnson Cliffs|Richmond|TX|77406|29.6436|-95.798|97598|Horticultural therapist|1981-04-19|846644562563|adults_2550_male_urban.json
112-50-5402|30391295651886|Jeremy|Wong|M|600 Ayala Avenue Apt. 449|Chatham|NJ|07928|40.7305|-74.4017|19144|Education officer, community|1970-12-31|616101057281|adults_50up_male_urban.json
358-82-7587|676330293017|Ashley|Wiley|F|018 Houston Camp Suite 429|Freeman|SD|57029|43.3605|-97.4601|2023|Advice worker|2002-09-18|727573903111|young_adults_female_rural.json
616-45-2446|4336931806200732|Alejandro|Taylor|M|66249 Cox Mountains Suite 057|Simsbury|CT|06070|41.8737|-72.8213|15104|Chief Executive Officer|1927-11-18|707839642709|adults_50up_male_urban.json
313-51-9791|377406873544534|Dawn|Ramsey|F|6886 Pennington Passage Apt. 483|Lewisville|TX|75067|33.0198|-96.9925|109212|Housing manager/officer|1962-06-05|814160719405|adults_50up_female_urban.json
678-46-8963|6011673664853205|Scott|Shepherd|M|8708 Sanchez Trail Suite 983|Midlothian|VA|23112|37.431|-77.6545|88279|Food technologist|1951-10-12|267579752663|adults_50up_male_urban.json
612-89-5525|213150450509282|Derrick|Ford|M|73429 Ashley Square|Latham|IL|62543|39.9711|-89.1725|540|Psychologist, sport and exercise|1949-08-26|251027251680|adults_50up_male_rural.json
146-76-5157|4038016258515020453|Alexander|Lopez|M|3531 Regina Ranch|Waxhaw|NC|28173|34.9251|-80.7278|45097|Geochemist|1986-09-02|754934041041|adults_2550_male_urban.json
701-30-3667|30531112359045|Xavier|Jackson|M|74286 Escobar Valley Suite 108|Eden Prairie|MN|55347|44.8342|-93.4389|60797|Medical physicist|1958-11-16|246943053902|adults_50up_male_urban.json
198-71-5736|375146091935112|John|Winters|M|5537 Sandra Mall Apt. 728|Colton|CA|92324|34.0315|-117.2874|56505|Clinical cytogeneticist|1945-12-25|500001766557|adults_50up_male_urban.json
254-57-4099|6011215756264121|Paul|Johnson|M|187 Moore Radial Apt. 693|Prairieville|LA|70769|30.3073|-90.9405|36084|Charity officer|1992-10-18|917420078336|adults_2550_male_urban.json
247-03-3849|3516704505998227|Suzanne|Padilla|F|3123 Harrington Views Apt. 485|Fort Myers|FL|33967|26.4722|-81.8122|224256|Chemical engineer|1948-09-06|320651824516|adults_50up_female_urban.json
156-08-2380|346450282313428|Kaitlin|Wang|F|7299 Daniel Isle Suite 904|North Las Vegas|NV|89030|36.2115|-115.1241|214518|Further education lecturer|1964-02-14|984381088785|adults_50up_female_urban.json
534-91-3328|4369531029771152|Alan|Thomas|M|792 Berger Junction|Fontanelle|IA|50846|41.2896|-94.5419|1123|Bonds trader|1958-11-23|497828379233|adults_50up_male_rural.json
878-21-8344|2329108739221985|Danielle|Bradley|F|7376 Wilson Burg|Wichita|KS|67205|37.7639|-97.4269|409656|Mechanical engineer|1932-04-08|619063310321|adults_50up_female_urban.json
699-58-7985|675945991536|Anthony|Hill|M|20268 Ann Point|Union City|NJ|07087|40.7674|-74.0323|66515|Video editor|1973-06-25|975104529110|adults_2550_male_urban.json
763-40-5673|503895867607|David|Maxwell|M|93467 Evans Cliff Apt. 368|Lake Worth|FL|33460|26.6182|-80.056|215808|Risk analyst|1976-04-01|47658066378|adults_2550_male_urban.json
250-71-2166|30210513346014|Joshua|Moore|M|38825 Glenn Trail|Circle Pines|MN|55014|45.1528|-93.144|27274|Statistician|1984-07-27|217927637322|adults_2550_male_urban.json
771-87-6337|213163603891739|Nancy|Burke|F|894 Patterson Ferry Apt. 005|Baton Rouge|LA|70812|30.5052|-91.1181|378909|Conservation officer, nature|1953-08-12|279519875413|adults_50up_female_urban.json
